"id","player_id","build_version","started_at","ended_at","duration_seconds","final_round","final_level","death_enemy","total_kills","total_damage_taken","total_xp","end_reason","dodges_used","heals_used","camera_shake","camera_zoom","camera_recoil","condition","hits_taken","damage_events_total","mean_damage_per_hit","input_total","input_mean","jitter_total","jitter_mean","distance_total","distance_mean","speed_mean","speed_sd","enemies_alive_mean","enemies_alive_max","nearest_enemy_dist_mean","projectiles_alive_mean","fps_mean","fps_min","fps_drop_ratio","low_hp_ratio","damage_taken_rate","hits_rate","kill_rate","xp_rate","input_rate","jitter_rate","distance_rate","died"
"866ae6ff-f11a-48a5-80c4-82cc30f73382","C6P283","1.0.0","2026-06-05 15:17:05+00","2026-06-05 15:26:50+00",599,5,38,"enemy",434,232.981666666669,23675,"death",32,8354,"FALSE","FALSE","TRUE","C3_recoil",179,232.981666666669,1.30157355679703,744,0.216909620991254,18,0.00524781341107872,42342.53359,12.3447619795918,106.304664723032,36.643540887336,34.8553935860058,94,85.7000633705539,0,59.5446064139942,38,0.00408163265306122,0,0.388951029493604,0.298831385642738,0.724540901502504,39.5242070116861,1.24207011686144,0.0300500834724541,70.6887038230384,TRUE
"87f2ad84-6a6c-45fd-8769-fbb8127db460","765601","1.0.0","2026-06-04 19:29:57+00","2026-06-04 19:32:19+00",162,2,7,"archer",37,55.646640533334,56,"death",0,1658,"TRUE","FALSE","FALSE","C1_shake",56,55.646640533334,0.993690009523821,19,0.0256064690026954,5,0.00673854447439353,5286.35751,7.12447103773585,64.4204851752022,47.9076485716751,32.311320754717,49,118.832539986523,0,59.989218328841,59,0,0.191374663072776,0.343497781069963,0.345679012345679,0.228395061728395,0.345679012345679,0.117283950617284,0.0308641975308642,32.6318364814815,TRUE
"89ad5a3a-b615-4b5c-935b-4558b5a3b498","C6M259","1.0.0","2026-06-09 14:21:16+00","2026-06-09 14:24:12+00",182,5,27,"",435,0,3069,"win",0,0,"FALSE","FALSE","FALSE","C0_baseline",0,0,,361,0.353574926542605,12,0.0117531831537708,10654.99475,10.4358420666014,99.3143976493634,8.25572162583554,26.4838393731636,45,159.11680489716,0,56.3741429970617,45,0.0029382957884427,0,0,0,2.39010989010989,16.8626373626374,1.98351648351648,0.0659340659340659,58.5439271978022,FALSE
"8c8dc550-93e5-4ed0-b7de-35848833931a","C4F035","1.0.0","2026-06-05 19:23:34+00","2026-06-05 19:28:56+00",331,5,29,"",435,45,4207,"win",1,6139,"TRUE","TRUE","TRUE","C7_all",45,45,1,630,0.374554102259215,16,0.00951248513674197,25077.98488,14.9096224019025,128.668252080856,21.5687118427111,30.5648038049941,63,94.5065560166469,0,59.9791914387634,55,0,0,0.13595166163142,0.13595166163142,1.31419939577039,12.7099697885196,1.90332326283988,0.0483383685800604,75.7643047734139,FALSE
"8d3951ff-68f5-4229-abc8-b0e014ccf3e4","C6E975","1.0.0","2026-06-08 16:27:29+00","2026-06-08 16:34:34+00",438,5,37,"",435,84,18391,"win",7,2041,"TRUE","TRUE","FALSE","C4_shake_zoom",85,85,1,634,0.254414125200642,28,0.0112359550561798,39364.29389,15.796265605939,140.795222311396,88.3668714268799,30.7363563402889,73,136.39424473114,0,48.9735152487961,40,0.586677367576244,0,0.191780821917808,0.194063926940639,0.993150684931507,41.9885844748858,1.44748858447489,0.0639269406392694,89.8728171004566,FALSE
"8e67c14b-098a-4790-8301-ab832419230f","C6E631","1.0.0","2026-06-08 16:18:18+00","2026-06-08 16:24:59+00",412,5,30,"",435,33,5720,"win",11,5570,"TRUE","FALSE","TRUE","C5_shake_recoil",34,34,1,838,0.348730753225135,28,0.011652101539742,33273.63346,13.846705559717,119.98127340824,40.3810645422468,39.0624219725343,78,115.856999292551,0,59.5555555555556,54,0,0,0.0800970873786408,0.0825242718446602,1.05582524271845,13.8834951456311,2.03398058252427,0.0679611650485437,80.7612462621359,FALSE
"91b87802-8707-470d-9d00-064479a4a5b8","C6P919","1.0.0","2026-06-11 13:18:41+00","2026-06-11 13:28:20+00",599,4,22,"enemy",184,104.470669050001,1192,"death",1,7481,"FALSE","TRUE","TRUE","C6_zoom_recoil",31,104.470669050001,3.3700215822581,568,0.200070447340613,13,0.00457907713983797,40991.84568,14.4388325748503,142.152166255724,46.0529854789169,54.1109545614653,88,167.803994656569,0,59.940119760479,58,0,0,0.17440846252087,0.0517529215358932,0.307178631051753,1.98998330550918,0.948247078464107,0.0217028380634391,68.4337991318865,TRUE
"92d8e45d-01ab-4c73-a57a-7ca89a92dea1","C6E333","1.0.0","2026-06-05 15:14:14+00","2026-06-05 15:20:45+00",434,5,28,"",435,19,3940,"win",0,1934,"TRUE","FALSE","FALSE","C1_shake",20,20,1,518,0.353101567825494,12,0.0081799591002045,17139.32015,11.6832448193592,106.584867075665,29.1487948317357,28.2481254260395,55,123.951992501704,0,49.2672119972733,44,0.329925017041581,0,0.043778801843318,0.0460829493087558,1.00230414746544,9.07834101382488,1.19354838709677,0.0276497695852535,39.4915210829493,FALSE
"93bad4a3-b6cc-4716-8212-ae631efe5f35","C6N594","1.0.0","2026-06-09 13:18:36+00","2026-06-09 13:22:59+00",287,5,28,"",435,30,3949,"win",10,2648,"TRUE","TRUE","TRUE","C7_all",30,30,1,491,0.366965620328849,33,0.0246636771300448,13387.916579,10.00591672571,91.0313901345291,28.5838356967209,29.1509715994021,57,130.675810014948,0,59.355754857997,55,0,0,0.104529616724739,0.104529616724739,1.51567944250871,13.7595818815331,1.71080139372822,0.114982578397213,46.6477929581882,FALSE
"9587088e-2b70-400c-959b-ed89dcdcc02a","C6M619","1.0.0","2026-06-09 14:31:05+00","2026-06-09 14:35:55+00",297,5,30,"",435,116,5126,"win",0,499,"TRUE","TRUE","FALSE","C4_shake_zoom",116,116,1,365,0.3564453125,9,0.0087890625,11458.36851,11.1898129980469,98.2421875,13.1476292143848,29.1259765625,57,88.8672714746094,0,58.0537109375,45,0.0048828125,0,0.390572390572391,0.390572390572391,1.46464646464646,17.2592592592593,1.22895622895623,0.0303030303030303,38.5803653535354,FALSE
"989215b9-2bdf-4c15-a089-a53d4e201445","765601","1.0.0","2026-06-04 19:45:13+00","2026-06-04 19:47:14+00",129,3,16,"enemy",149,55.7499999999967,364,"death",1,1399,"TRUE","FALSE","FALSE","C1_shake",34,55.7499999999967,1.63970588235284,26,0.0416666666666667,8,0.0128205128205128,6035.47003,9.67222761217949,95.1282051282051,43.7670350891762,32.1298076923077,51,117.460553701923,0,60.0032051282051,57,0,0,0.432170542635633,0.263565891472868,1.15503875968992,2.82170542635659,0.201550387596899,0.062015503875969,46.786589379845,TRUE
"996ab3fb-c28a-4951-a2af-8850a2aaf382","C6K949","1.0.0","2026-06-08 16:11:51+00","2026-06-08 16:15:20+00",220,3,19,"enemy",191,80.4599999999999,704,"death",13,172,"FALSE","TRUE","FALSE","C2_zoom",81,80.4599999999999,0.993333333333332,143,0.103174603174603,17,0.0122655122655123,11483.76656,8.28554585858586,73.8816738816739,43.9438154125057,38.8838383838384,60,105.67218234632,0,60.004329004329,58,0,0.183261183261183,0.365727272727272,0.368181818181818,0.868181818181818,3.2,0.65,0.0772727272727273,52.1989389090909,TRUE
"9ab3cb58-4328-49e5-83a8-a1dbb1e96fa3","C27336","1.0.0","2026-06-08 16:24:35+00","2026-06-08 16:29:57+00",326,5,23,"zombie",409,72.5262044305918,1455,"death",5,6184,"TRUE","FALSE","TRUE","C5_shake_recoil",73,72.5262044305918,0.993509649734134,396,0.209856915739269,29,0.0153683094859565,22398.04815,11.8696598569157,105.039745627981,40.6927161407664,46.498675145734,75,84.1096818802332,0,49.4430312665607,40,0.526762056173821,0.464758876523582,0.222473019725742,0.223926380368098,1.25460122699387,4.46319018404908,1.21472392638037,0.0889570552147239,68.7056691717791,TRUE
